company,country,city,email,allEmails,website,phone,quality,source,sourceUrl,serviceFit,complianceStatus,lastCheckedAt
"AIRA CARGO SERVICES PVT LTD","India","","ho@airacargo.com","ho@airacargo.com","http://www.airacargo.com","+91 471 247 3884","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.189Z"
"AIRLIFT (INDIA) PVT LTD.","India","","pakshi@airliftindia.com","pakshi@airliftindia.com","http://www.airliftindia.com","+91 22 2837 8601","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.189Z"
"ALBATROSS LOGISTICS PVT. LTD.","India","","cmd@albatrosslogistix.com","cmd@albatrosslogistix.com","http://www.albatrosslogistix.com","+91 44 2855 1141","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALIANCA LOGISTICS PVT. LTD.","India","","raman@aliancalogistics.com","raman@aliancalogistics.com","http://www.aliancalogistics.com","+91 11 4872 4850","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALISPED INDIA PVT LTD","India","","nihar.khanolkar@alisped.co.in","nihar.khanolkar@alisped.co.in","http://www.alisped.com","+91 22 4223 5050","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALL-WAYS LOGISTICS INDIA PRIVATE LIMITED","India","","management@allwayslogisticsgroup.com","management@allwayslogisticsgroup.com","http://www.allwayslogisticsgroup.com","+91 11 4747 3200","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALMI SHIPPING & LOGISTICS","India","","muhammed.ali@almishipping.com","muhammed.ali@almishipping.com","http://www.almishipping.com","+91 99952 33331","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALPHA KKC LOGISTICS (INDIA) PVT LTD.","India","","konark@alphakkclogistics.com","konark@alphakkclogistics.com","http://www.alphakkclogistics.com","+91 11 2574 7495","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"AMPERSAND LOGISTICS PVT LTD","India","","amperlog@gmail.com","amperlog@gmail.com","https://amperlog.com","+91 11 4162 9495","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"APT LOGISTICS","India","","balaiyer@aptlogistics.com","balaiyer@aptlogistics.com","https://aptlogistics.com","+91 49787803","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"AQUATIC FREIGHTS PVT. LTD.","India","","harsimran@aquaticfreights.com","harsimran@aquaticfreights.com","http://www.aquaticfreights.com","+91 11 4055 1800","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"ARNESH LOGISTICS LLP","India","","dilip@arnesh-logistics.com","dilip@arnesh-logistics.com","https://www.arnesh-logistics.com/","+91 98199 22809","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"ASHAPURA LOGISTICS LTD","India","","afpl.export@ashapura.in","afpl.export@ashapura.in","https://www.ashapura.in","+91 796611115079","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"ASIA SHIPPING INTERNATIONAL TRANSPORT PVT. LTD.","India","","amit.tandon@in-asgroup.com","amit.tandon@in-asgroup.com","http://www.asgroup-portal.com","+91 45284000","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.191Z"
"ASPINWALL & CO. LTD.","India","","cochin@aspinwall.in","cochin@aspinwall.in","http://www.aspinwallgroup.com","+91 30042701","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"ASSOCIATED CONTAINER LINE PVT. LTD","India","","atul@acl.co.in","atul@acl.co.in","http://www.acl.co.in","+91 22 5651 3000","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"ATHARVA SHIPPING PVT LTD","India","","sachin.gavhane@atharvaship.com","sachin.gavhane@atharvaship.com","https://atharvaship.com","+91 22 2775 0025","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"ATHENA GLOBAL LOGISTICS PRIVATE LIMITED","India","","wilfred@athena-logistics.com","wilfred@athena-logistics.com","http://www.athena-logistics.com","+91 22 4035 6200","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"ATLAS SHIPPING SERVICES PVT. LTD.","India","","neha@atlasdecargo.com","neha@atlasdecargo.com","http://www.atlasdecargo.com","+91 11 4529 0000","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"AVA GLOBAL LOGISTICS PVT LTD","India","","kaushal@avaglobal.in","kaushal@avaglobal.in","http://www.avaglobal.in","+91 22 4611 3302","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"AZIMAR SHIPPING AND LOGISTICS LLP","India","","anit@azimarshipping.com","anit@azimarshipping.com","http://www.azimarshipping.com","+91 22 4266 7589","95","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"ALFI (ASOSIASI LOGISTIK DAN FORWARDER INDONESIA) INDONESIAN LOGISTICS AND FORWARDERS ASSOCIATION -ILFA-","Indonesia","","secretariat@infa.or.id","secretariat@infa.or.id","http://www.ilfa.or.id","+62 811 1399 543","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.144Z"
"ATT CARGO PT. ANUGERAH TANGKAS TRANSPORTINDO","Indonesia","","devi.retnosari@att-group.co.id","devi.retnosari@att-group.co.id","http://www.att-group.co.id","+62 21 55955868","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.144Z"
"BGR LOGISTIK INDONESIA","Indonesia","","reza.adhitya@bgrlogistik.id","reza.adhitya@bgrlogistik.id","https://www.bgrlogistik.id","+62 856 5572 0780","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.144Z"
"HELO LOGISTICS, PT","Indonesia","","irfan@helo-logistics.com","irfan@helo-logistics.com","http://www.helo-logistics.com","+62 21 8253966","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.144Z"
"INTERPORT MULTI NIAGA","Indonesia","","indikamultiniaga@gmail.com","indikamultiniaga@gmail.com","http://interport.co.id/","+62 21 50711111","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.144Z"
"MASAJI KARGOSENTRA TAMA, PT","Indonesia","","cholid.mubarok@samudera.id","cholid.mubarok@samudera.id","https://www.samudera.id/mkt/en","+62 622145856330","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. CAHAYA PUNDIMAS INDONUSA","Indonesia","","support@pundimas.co.id","support@pundimas.co.id","http://www.pundimas.co.id","+62 21 6919990","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. RITRA CARGO INDONESIA","Indonesia","","ina.pattinama@ritra.com","ina.pattinama@ritra.com","http://www.ritra.com","+62 21 7980660","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. SUPRA RAGA TRANSPORT","Indonesia","","srt-ho@srt.co.id","srt-ho@srt.co.id","http://www.srt.co.id","+62 21 7982220","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. ZIMMOAH MARINE TRANS","Indonesia","","biz.div@zimmoah.com","biz.div@zimmoah.com","http://www.zimmoah.com","+62 21 65311123","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"PT ADDA MITRA GLOBAL","Indonesia","","ilham@adda-global.co.id","ilham@adda-global.co.id","https://www.adda-global.co.id","+62 24 76434004","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"PT AIRROWES GLOBAL LOGISTIK","Indonesia","","sheila@airrowes.com","sheila@airrowes.com","http://www.airrowes.com","+62 21 66678685","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.146Z"
"PT ATLANTIC CONTAINER LINI","Indonesia","","ridwan@aclindonesia.com","ridwan@aclindonesia.com","http://www.aclindonesia.com","+62 622 14509477","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.146Z"
"PT DUTA CIPTA CASALOG","Indonesia","","firstmaster.dcc@gmail.com","firstmaster.dcc@gmail.com","https://fast-dcc.com/","+62 878 1881 1996","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.146Z"
"PT EXIMKU LOGISTIK INDONESIA","Indonesia","","corporate@andalin.com","corporate@andalin.com","http://www.andalin.com","+62 150 986008","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT KUEHNE NAGEL INDONESIA","Indonesia","","info.jakarta@kuehne-nagel.com","info.jakarta@kuehne-nagel.com","http://www.kuehne-nagel.com","+62 21 29783108","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT MARUZEN SAMUDERA TAIHEIYO","Indonesia","","all.mst@samudera.id","all.mst@samudera.id","http://www.samudera.id","+62 21 25676919","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT MULTI TERMINAL INDONESIA","Indonesia","","rangga@multiterminal.co.id","rangga@multiterminal.co.id","http://www.ipclogistic.co.id","+62 291 04000","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT S&C MITRA ABADI","Indonesia","","sinarcargo@gmail.com","sinarcargo@gmail.com","https://www.sinarcargo.co.id/","+62 21 22443998","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT SURYA FAJAR INDONESIA","Indonesia","","asteria.riri@sf-international.id","asteria.riri@sf-international.id","http://www.sf-international.id","+62 812 8269 8373","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT WELL KARGO INDONESIA","Indonesia","","wellcargoindonesia@wellcargo.id","wellcargoindonesia@wellcargo.id","http://wellcargo.id","+62 821 4700 1789","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. ACCESS WORLD LOGISTICS INDONESIA","Indonesia","","freight_id@accessworld.com","freight_id@accessworld.com","https://www.accessworld.com","+62 622164700192","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. ANDALAN NIAGA EXPRESSINDO","Indonesia","","askari@anx.co.id","askari@anx.co.id","http://www.anxep.co.id","+62 21 79193178","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. ASA TRANS","Indonesia","","iwanasatranscompany@gmail.com","iwanasatranscompany@gmail.com","http://www.asatranslogistic.com","+62 622 1486184","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. DAVID BALI CARGOTAMA","Indonesia","","david@davidbalicargo.com","david@davidbalicargo.com","http://www.davidbalicargo.com","+62 812 3999 9907","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. DGL EXPEDISI INDONESIA","Indonesia","","prastiwi.indo@dartglobal.com","prastiwi.indo@dartglobal.com","https://www.dartglobal.com","+62 622129376173","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. EKSPRES SISTEM INDONESIA","Indonesia","","hrd@bestranspor.com","hrd@bestranspor.com","http://www.esindo.co.id","+62 21 56975065","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. FH BERTLING LOGISTICS INDONESIA","Indonesia","","lomrah.artajaya@bertling.com","lomrah.artajaya@bertling.com","https://www.bertling.com/","+62 21 21282137","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. FIBS PROJECT MANAGEMENT","Indonesia","","indo.admin@fibs-logistics.com","indo.admin@fibs-logistics.com","http://www.fibs-logistics.com","+62 21 25195959","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. HANSA MEYER GLOBAL INDONESIA","Indonesia","","jakarta@hansameyer-id.com","jakarta@hansameyer-id.com","http://www.hansameyer.com","+62 3905566","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. HYPER MEGA SHIPPING","Indonesia","","operations@hmsgroup.info","operations@hmsgroup.info","http://www.pthms.com","+62 623 07633","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. INTERTRANS GLOBAL LOGISTICS","Indonesia","","amd.sugiono@ptigl.co.id","amd.sugiono@ptigl.co.id","https://www.ptigl.co.id/","+62 21 22861657","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. LV LOGISTICS INDONESIA","Indonesia","","muhammad.ediansyah@lvlogistics.co.id","muhammad.ediansyah@lvlogistics.co.id","http://www.lvshipping.com","+62 21 29864401","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. MITRA WAHANA INDONESIA","Indonesia","","mitra_wahana@yahoo.co.id","mitra_wahana@yahoo.co.id","http://www.mitrawahanaindonesia.com","+62 746 39607","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. MULTIMODATRANS INDONESIA","Indonesia","","marketing@multimodatrans.co.id","marketing@multimodatrans.co.id","https://multimodatrans.com/","","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. POSANINDO SURYA INTERNASIONAL","Indonesia","","alisanto@posanindo.com","alisanto@posanindo.com","http://www.posalogistic.com","+62 21 4263256","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. SATAS TRANSPORTINDO INTERNASIONAL","Indonesia","","sti.genaffair@satas.co.id","sti.genaffair@satas.co.id","http://www.satas-indonesia.com","+62 21 7982354","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. SREE LOGISTICS INDONESIA","Indonesia","","vinita@sreelogistics.com","vinita@sreelogistics.com","http://www.sreelogistics.com","+62 21 50806560","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.151Z"
"PUNINAR MSE INDONESIA, PT","Indonesia","","ksoetopo@puninarmse.com","ksoetopo@puninarmse.com","http://www.puninarmse.com","+62 21 55911500","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.151Z"
"SURYA KENCANA LOGISTIK","Indonesia","","cs_admin@suryakencanalogistik.com","cs_admin@suryakencanalogistik.com","https://suryakencanalogistik.com/","+62 21 80477607","95","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.151Z"
"FEDERATION OF MALAYSIAN FREIGHT FORWARDERS -FMFF-","Malaysia","","secretariat@fmff.net","secretariat@fmff.net","http://www.fmff.net","+60 3 3165 3082","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.191Z"
"AEO FREIGHT SDN BHD","Malaysia","","rizal.abdullah@aeofreight.com","rizal.abdullah@aeofreight.com","http://www.aeofreight.com","+60 4 638 4008","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.191Z"
"AGX LOGISTICS (M) SDN BHD","Malaysia","","pdorai.kul@agxlogistics.com","pdorai.kul@agxlogistics.com","http://www.agxlogistics.com","+60 3 8023 1311","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"ARAH SUKMA SDN BHD","Malaysia","","colraju@oil-logistic.com.my","colraju@oil-logistic.com.my","http://www.oil-logistic.com.my","+60 3 7846 3103","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"DB LOGISTICS (L) SDN BHD","Malaysia","","faizan@dblogistics-group.com.my","faizan@dblogistics-group.com.my","http://www.db-logistic.com","+60 87 413 533","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"DIMERCO EXPRESS (M) SDN BHD","Malaysia","","accounting_dimpen@dimerco.com","accounting_dimpen@dimerco.com","http://www.dimerco.com","+60 4 643 6298","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"FM GLOBAL LOGISTICS (M) SDN. BHD.","Malaysia","","gen@fmgloballogistics.com","gen@fmgloballogistics.com","http://www.fmgloballogistics.com","+60 3 3176 1111","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"KGW LOGISTICS (M) SDN BHD","Malaysia","","roger@kgwlogistics.com","roger@kgwlogistics.com","http://www.kgwlogistics.com","+60 3 7842 8899","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"KUEHNE + NAGEL SDN. BHD.","Malaysia","","info.kualalumpur@kuehne-nagel.com","info.kualalumpur@kuehne-nagel.com","http://www.kuehne-nagel.com","+60 3 7841 1280","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"MASTER MOVERS SDN BHD","Malaysia","","accounts@mastermovers.com.my","accounts@mastermovers.com.my","http://www.mastermovers.com.my","+60 3 3323 1388","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"MATTROY LOGISTICS (MALAYSIA) SDN BHD","Malaysia","","alex@mattroy.com.my","alex@mattroy.com.my","http://www.mattroy.com","+60 3 7832 8899","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"MMA FREIGHT SERVICES SDN BHD","Malaysia","","irenechan@mmafrt.com.my","irenechan@mmafrt.com.my","http://www.mmafrt.com.my","+60 11 3302 2668","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"MPC EXPRESS SDN BHD","Malaysia","","evelyn@mpcmy.com","evelyn@mpcmy.com","http://www.mpcmy.com","+60 3 3323 9388","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"MULTI CARGO EXPRESS SDN. BHD.","Malaysia","","multimal@multicargo.my","multimal@multicargo.my","http://www.multicargo.my","+60 3 5566 2888","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"NANYANG FORWARDING & TRANSPORT CO. (M) SDN. BHD.","Malaysia","","twtham@nftc.com.my","twtham@nftc.com.my","http://www.nftc.com.my","+60 5 254 1133","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"NNR GLOBAL LOGISTICS (M) SDN BHD","Malaysia","","kulaccts@nnr.com.my","kulaccts@nnr.com.my","http://www.nnr.com.my","+60 3 7877 8833","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"PASIR GUDANG FORWARDING (M) SDN BHD","Malaysia","","jitchien@pgship.com.my","jitchien@pgship.com.my","http://www.pgship.com.my","+60 7 355 7873","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"PKT CONSOLIDATION SERVICES (M) SDN. BHD.","Malaysia","","yongpk@pktgroup.com","yongpk@pktgroup.com","http://www.pktgroup.com","+60 3 5161 8111","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"PRIORITY CARGO SDN BHD","Malaysia","","aimee@prioritygroup.com.my","aimee@prioritygroup.com.my","https://www.prioritygroup.com.my","+60 12 474 6889","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"SILK EXPRESS FREIGHT (M) S/B","Malaysia","","bk@silkexp.com.my","bk@silkexp.com.my","http://www.silk.com.sg","+60 3 8063 8818","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"TRANSCARGO WORLDWIDE (M) SDN BHD","Malaysia","","keong@transcargo.com.my","keong@transcargo.com.my","http://www.transcargo.com.my","+60 3 3325 2118","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"VESCO-MTO (M) SDN. BHD.","Malaysia","","mohan@vescomto.com.my","mohan@vescomto.com.my","http://www.vescomto.com.my","+60 3 8051 5174","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"WENZEL LOGISTICS (M) SDN BHD","Malaysia","","accounts@wenzel.com.my","accounts@wenzel.com.my","http://www.wenzel-logistics.com.my","+60 3 3325 1998","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"VELOCE GLOBAL LOGISTICS SDN BHD","Malaysia","","accounts@veloceglobal.net","accounts@veloceglobal.net","https://www.veloceglobal.net","+60 3 2202 3806","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"GLOBE TRANS WORLDWIDE MOVERS (M) SDN BHD","Malaysia","","sales@globetrs.com","sales@globetrs.com","http://www.globetrs.com","","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"PM ACCESS WORLD MALAYSIA SDN BHD","Malaysia","","freight_my@accessworld.com","freight_my@accessworld.com","https://www.accessworld.com/","+60 3 5022 2755","95","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"BEAGLE CARGO FORWARDERS CORPORATION","Philippines","","patrick@beaglecargo.com.ph","patrick@beaglecargo.com.ph","http://beaglecargo.com","+63 999 998 2259","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.071Z"
"CATALYST LOGISTICS INC","Philippines","","rlagmay@catalyst.ictsi.com","rlagmay@catalyst.ictsi.com","https://www.ictsi.com/","+63 920 980 1076","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.071Z"
"CONTAINER BRIDGE PHILIPPINES INC.","Philippines","","melissa.matienzo@cbpi.com.ph","melissa.matienzo@cbpi.com.ph","https://www.cbpi.com.ph","+63 920 954 3374","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.071Z"
"D&#39;EXCEL INTERNATIONAL FORWARDER INC.","Philippines","","jhreyes@d-excel.com.ph","jhreyes@d-excel.com.ph","https://www.d-excel.com.ph","+63 2 7987 5553","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.071Z"
"JRS BUSINESS CORPORATION","Philippines","","c.lanzarrote@jrs-express.com.ph","c.lanzarrote@jrs-express.com.ph","https://www.jrs-express.com","+63 2 8634 9496","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.071Z"
"STAMM INTERNATIONAL INC.","Philippines","","stamm@stamm.com.ph","stamm@stamm.com.ph","http://www.stamm.com.ph","+63 2 8843 5521","95","FIATA members directory","https://fiata.org/directory/ph/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:29.072Z"
"VIETNAM LOGISTICS BUSINESS ASSOCIATION - VLA","Vietnam","","support@vla.com.vn","support@vla.com.vn","http://www.vla.com.vn","+84 28 3943 3045","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.068Z"
"8 FREIGHT VIETNAM COMPANY LIMITED","Vietnam","","vietnam@8-freight.net","vietnam@8-freight.net","https://8-freight.net/","+84 28 3535 8200","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.068Z"
